yarn_tensile_strength,yarn_elongation_at_break,yarn_hairiness_index,twist_per_meter,yarn_linear_density_dtex,loom_rpm,loom_tension_variation,ambient_relative_humidity,ambient_temperature_c,weft_insertion_rate,defect_class,defect_name
22.77,20.29,2.06,382.9,2414.2,703.7,33.1,68.3,28.2,625.8,2,JACQUARD_PATTERN_SHIFT
13.66,5.23,1.5,385.0,2139.4,537.3,47.34,57.8,25.7,532.6,0,YARN_BREAKAGE
28.02,14.73,4.7,265.4,1922.7,559.8,38.32,50.7,23.9,611.6,3,BORDER_SEWING_DEFECT
17.37,16.62,2.17,324.5,1774.0,579.9,37.92,51.5,32.8,520.3,3,BORDER_SEWING_DEFECT
26.11,16.53,10.55,391.1,1985.1,597.3,27.79,37.3,36.2,539.2,1,OIL_STAIN
26.29,15.14,7.23,385.1,2065.2,602.4,32.98,33.5,35.4,592.0,1,OIL_STAIN
13.04,13.02,4.54,508.7,2506.4,724.1,42.55,58.1,18.4,691.7,2,JACQUARD_PATTERN_SHIFT
25.23,18.57,4.58,434.0,2508.7,714.1,26.05,66.3,24.9,669.1,2,JACQUARD_PATTERN_SHIFT
17.4,19.4,7.98,483.1,2481.9,669.0,36.76,57.6,18.7,595.3,2,JACQUARD_PATTERN_SHIFT
15.39,10.68,7.26,372.9,2413.1,617.7,48.31,57.1,24.5,502.3,0,YARN_BREAKAGE
21.79,13.32,6.36,473.9,2458.9,697.0,16.37,51.6,25.3,689.5,2,JACQUARD_PATTERN_SHIFT
15.53,9.41,5.81,482.6,2139.2,572.1,48.24,48.8,26.0,494.0,0,YARN_BREAKAGE
25.03,12.73,11.34,489.6,2178.8,632.2,17.99,41.7,30.9,527.9,1,OIL_STAIN
30.36,18.33,3.37,392.4,2571.9,661.3,19.81,49.4,22.2,662.8,2,JACQUARD_PATTERN_SHIFT
23.51,16.1,6.93,295.7,1869.3,649.6,34.03,59.9,28.0,435.1,3,BORDER_SEWING_DEFECT
20.41,15.09,1.5,473.3,2753.1,672.8,24.47,60.6,28.5,677.3,2,JACQUARD_PATTERN_SHIFT
17.05,8.49,4.12,326.7,2199.7,598.9,37.85,56.9,26.6,532.7,0,YARN_BREAKAGE
17.8,20.83,9.6,403.5,2387.7,590.6,17.9,36.4,35.8,480.0,1,OIL_STAIN
17.13,10.36,4.07,425.4,1814.6,657.6,49.06,53.9,22.3,492.2,0,YARN_BREAKAGE
25.82,16.86,10.32,492.0,2186.2,621.9,28.96,43.0,37.1,530.6,1,OIL_STAIN
26.14,15.18,4.26,358.5,2529.3,703.2,21.16,60.0,27.1,636.2,2,JACQUARD_PATTERN_SHIFT
28.37,19.25,3.89,508.6,2723.5,673.0,17.14,59.6,23.9,703.6,2,JACQUARD_PATTERN_SHIFT
20.88,16.39,4.63,388.3,2665.4,764.3,24.19,61.6,21.0,667.1,2,JACQUARD_PATTERN_SHIFT
15.49,8.81,5.83,361.4,2269.6,585.1,53.41,56.5,23.9,477.6,0,YARN_BREAKAGE
25.83,12.56,3.77,455.6,2686.4,689.9,11.85,61.5,23.6,650.2,2,JACQUARD_PATTERN_SHIFT
20.19,16.16,3.77,402.0,2432.7,714.2,12.81,52.4,25.4,598.4,2,JACQUARD_PATTERN_SHIFT
31.46,17.65,4.82,285.1,1781.0,639.8,42.46,64.2,20.6,539.6,3,BORDER_SEWING_DEFECT
21.99,14.91,4.13,285.5,1734.5,696.8,42.16,56.6,23.0,529.5,3,BORDER_SEWING_DEFECT
24.58,14.6,5.84,382.0,2761.5,717.1,52.67,54.8,23.1,630.5,2,JACQUARD_PATTERN_SHIFT
11.98,10.8,6.16,444.4,2057.5,674.4,40.78,45.7,26.4,526.5,0,YARN_BREAKAGE
15.97,7.71,6.16,481.3,2087.0,730.4,46.15,64.3,18.2,514.8,0,YARN_BREAKAGE
16.65,8.09,7.16,500.5,2359.5,579.3,38.83,54.4,23.5,445.9,0,YARN_BREAKAGE
16.41,17.05,7.35,421.2,2074.0,567.4,25.11,45.4,31.8,526.1,1,OIL_STAIN
22.27,13.42,2.7,441.2,2504.8,682.0,25.93,54.5,25.8,635.1,2,JACQUARD_PATTERN_SHIFT
19.98,19.56,9.02,459.1,2209.4,603.6,8.0,41.4,32.6,472.4,1,OIL_STAIN
24.67,19.03,11.01,384.3,2240.6,516.7,30.5,44.1,31.7,655.0,1,OIL_STAIN
12.73,7.33,6.04,486.8,2244.1,666.1,57.33,56.0,18.6,517.0,0,YARN_BREAKAGE
13.9,8.91,2.38,558.5,2095.2,614.7,46.46,47.8,25.5,555.2,0,YARN_BREAKAGE
22.82,13.32,7.28,425.4,2310.7,589.8,24.05,44.7,35.1,592.1,1,OIL_STAIN
19.83,10.26,9.4,397.7,2062.7,506.5,30.02,44.8,39.0,569.2,1,OIL_STAIN
11.22,7.32,5.7,404.5,2211.4,640.0,46.07,68.2,17.0,516.9,0,YARN_BREAKAGE
14.84,9.85,3.2,465.4,2232.6,567.7,40.22,63.8,26.7,562.2,0,YARN_BREAKAGE
19.57,15.21,9.17,475.5,2215.2,633.1,21.16,41.3,33.9,580.7,1,OIL_STAIN
25.07,18.54,4.93,492.1,2597.5,684.9,36.38,60.1,19.2,698.9,2,JACQUARD_PATTERN_SHIFT
13.2,6.15,3.4,397.7,2014.6,573.2,45.3,59.4,21.3,460.4,0,YARN_BREAKAGE
25.45,14.33,8.64,412.1,2294.9,617.6,27.76,39.3,38.7,469.5,1,OIL_STAIN
16.04,7.26,4.76,363.2,2174.9,571.1,40.4,61.2,29.7,500.5,0,YARN_BREAKAGE
20.84,7.76,7.68,271.1,1805.4,563.3,32.1,64.4,22.2,545.6,3,BORDER_SEWING_DEFECT
13.39,4.92,3.27,469.0,2304.3,592.7,42.13,59.9,30.2,561.4,0,YARN_BREAKAGE
25.62,21.69,6.21,300.0,1997.3,618.0,38.76,66.4,27.1,549.1,3,BORDER_SEWING_DEFECT
17.04,6.32,4.28,454.5,1872.6,588.1,41.6,62.6,28.6,550.4,0,YARN_BREAKAGE
22.27,14.49,9.56,423.9,2235.7,625.1,35.57,32.6,30.0,478.7,1,OIL_STAIN
28.61,13.18,4.01,460.1,2704.4,724.3,28.38,48.8,24.7,592.7,2,JACQUARD_PATTERN_SHIFT
10.5,10.1,5.45,449.9,1881.3,639.0,53.69,61.8,23.2,556.3,0,YARN_BREAKAGE
16.23,9.83,5.14,607.8,2062.2,577.1,50.25,55.4,29.5,533.9,0,YARN_BREAKAGE
32.62,17.32,5.86,482.7,2403.2,710.5,34.4,63.1,20.6,663.6,2,JACQUARD_PATTERN_SHIFT
24.76,14.45,9.1,460.9,1823.9,593.2,29.36,41.5,35.7,452.9,1,OIL_STAIN
23.12,17.86,4.98,493.7,2740.5,728.8,29.43,48.2,21.2,670.1,2,JACQUARD_PATTERN_SHIFT
12.9,8.12,2.81,395.1,2373.8,631.4,36.07,56.8,23.1,491.6,0,YARN_BREAKAGE
15.24,10.64,5.67,459.0,2210.3,595.2,53.59,48.1,28.2,481.1,0,YARN_BREAKAGE
25.53,12.31,3.13,328.6,1719.6,669.2,41.28,54.9,22.7,551.0,3,BORDER_SEWING_DEFECT
26.26,13.85,10.43,499.0,2233.2,596.0,30.91,34.3,34.2,569.6,1,OIL_STAIN
10.76,9.79,4.69,367.6,2382.6,673.5,48.24,48.1,25.0,519.0,0,YARN_BREAKAGE
20.57,14.09,5.76,338.9,1745.7,594.4,44.8,47.9,21.7,483.6,3,BORDER_SEWING_DEFECT
27.85,16.28,8.24,424.4,2101.6,604.6,36.29,42.4,35.5,532.5,1,OIL_STAIN
23.26,19.89,2.7,328.3,1897.6,616.0,44.63,63.0,22.6,517.1,3,BORDER_SEWING_DEFECT
25.02,9.62,7.25,323.8,2000.7,561.3,37.08,67.7,22.2,621.3,3,BORDER_SEWING_DEFECT
24.43,14.17,5.54,555.1,2691.1,661.7,29.9,60.5,26.1,678.8,2,JACQUARD_PATTERN_SHIFT
24.23,15.34,3.07,388.8,2717.1,726.5,17.75,62.7,29.9,696.7,2,JACQUARD_PATTERN_SHIFT
24.06,11.9,2.99,397.3,2500.6,761.4,30.86,65.4,22.0,654.4,2,JACQUARD_PATTERN_SHIFT
17.44,14.19,10.87,521.4,2062.3,650.3,15.48,36.7,30.2,519.8,1,OIL_STAIN
16.55,5.69,3.9,435.3,2099.8,616.4,57.35,65.8,21.9,509.9,0,YARN_BREAKAGE
19.75,17.58,5.91,307.5,1943.9,631.9,45.52,60.3,30.7,585.7,3,BORDER_SEWING_DEFECT
19.52,16.91,8.88,401.0,2338.8,562.9,32.64,43.7,31.3,550.7,1,OIL_STAIN
16.65,9.87,6.5,393.6,2086.7,600.3,57.25,63.1,23.7,564.1,0,YARN_BREAKAGE
17.43,5.9,4.02,459.2,2159.7,643.2,47.95,55.5,20.1,581.7,0,YARN_BREAKAGE
17.22,9.56,1.88,424.3,2305.2,602.9,37.5,55.8,25.2,532.6,0,YARN_BREAKAGE
17.82,12.32,8.79,491.9,2420.3,652.7,36.1,35.8,31.2,517.6,1,OIL_STAIN
16.44,9.95,4.44,578.6,2295.4,587.7,54.25,59.8,23.8,537.6,0,YARN_BREAKAGE
24.45,18.5,4.72,328.0,2049.3,691.7,45.31,50.8,26.0,494.0,3,BORDER_SEWING_DEFECT
32.56,18.01,4.23,400.5,2531.5,679.8,22.92,50.6,26.0,666.2,2,JACQUARD_PATTERN_SHIFT
10.89,9.39,7.56,428.9,2036.4,596.3,51.63,59.2,29.9,523.1,0,YARN_BREAKAGE
14.02,10.57,5.08,401.7,2159.8,589.2,43.91,57.8,21.7,600.4,0,YARN_BREAKAGE
26.88,8.57,5.83,329.4,1977.6,655.6,33.58,44.5,22.8,593.4,3,BORDER_SEWING_DEFECT
11.54,5.8,4.64,465.9,2170.1,626.7,48.01,44.1,26.3,545.4,0,YARN_BREAKAGE
12.19,8.87,4.21,387.4,2108.0,635.7,44.09,67.3,27.9,476.9,0,YARN_BREAKAGE
15.8,10.86,4.97,416.6,2052.4,622.8,53.44,70.1,21.4,509.2,0,YARN_BREAKAGE
14.51,9.96,2.99,461.0,2291.4,618.3,51.98,57.4,30.0,501.5,0,YARN_BREAKAGE
22.3,16.05,2.99,407.0,2536.2,761.6,30.63,41.9,23.1,680.3,2,JACQUARD_PATTERN_SHIFT
22.2,17.11,4.46,308.9,1695.2,664.8,34.39,49.2,23.8,561.3,3,BORDER_SEWING_DEFECT
17.71,12.83,5.04,493.5,2782.4,755.0,17.25,53.7,19.8,640.3,2,JACQUARD_PATTERN_SHIFT
17.84,13.27,6.31,438.2,2530.7,693.5,20.49,56.6,22.2,658.6,2,JACQUARD_PATTERN_SHIFT
15.54,9.23,4.24,452.0,1960.7,638.8,54.48,55.5,24.4,559.5,0,YARN_BREAKAGE
18.87,25.0,4.93,284.0,1871.9,583.5,39.46,65.7,21.4,567.6,3,BORDER_SEWING_DEFECT
25.31,14.35,8.11,480.1,2081.4,573.1,31.89,36.2,38.1,506.1,1,OIL_STAIN
23.62,18.97,8.09,393.1,1886.7,661.4,19.48,42.7,36.0,619.7,1,OIL_STAIN
10.29,16.36,4.13,363.5,2549.3,719.7,11.7,58.2,23.7,630.4,2,JACQUARD_PATTERN_SHIFT
24.4,13.43,3.14,417.2,2802.8,722.3,24.4,58.6,18.7,669.2,2,JACQUARD_PATTERN_SHIFT
27.38,12.49,9.38,454.7,2191.4,538.5,31.52,37.6,34.8,586.0,1,OIL_STAIN
20.15,14.91,6.39,260.4,2026.4,560.7,45.97,61.8,26.9,536.4,3,BORDER_SEWING_DEFECT
28.86,12.95,6.01,311.4,1805.9,639.2,35.92,53.5,24.3,484.9,3,BORDER_SEWING_DEFECT
13.28,8.89,6.39,389.1,2092.6,666.8,49.51,68.6,24.4,489.3,0,YARN_BREAKAGE
16.51,14.63,2.3,303.0,1763.0,674.8,37.08,68.8,21.9,570.6,3,BORDER_SEWING_DEFECT
16.95,5.78,7.07,562.4,2335.5,574.9,51.01,50.6,29.0,565.8,0,YARN_BREAKAGE
14.13,18.06,7.61,289.6,2011.2,607.8,37.12,65.0,22.7,567.9,3,BORDER_SEWING_DEFECT
30.22,15.75,11.32,367.1,2215.5,544.6,34.43,41.2,31.2,473.4,1,OIL_STAIN
14.08,5.1,4.38,502.4,2229.1,552.2,56.95,55.5,26.9,486.9,0,YARN_BREAKAGE
14.71,6.4,7.73,441.0,2429.0,650.3,50.23,43.3,28.5,564.2,0,YARN_BREAKAGE
13.53,11.76,5.39,333.8,1869.4,614.4,37.47,60.1,21.7,567.3,3,BORDER_SEWING_DEFECT
25.68,22.45,11.21,492.2,2656.9,615.3,34.23,33.1,39.3,547.0,1,OIL_STAIN
16.16,7.92,4.24,351.7,2496.3,635.3,55.59,60.6,27.5,518.2,0,YARN_BREAKAGE
12.09,5.48,4.15,482.6,2140.6,614.0,36.26,62.6,25.0,558.4,0,YARN_BREAKAGE
10.92,7.37,5.01,500.2,2272.6,665.9,57.31,53.4,27.1,520.0,0,YARN_BREAKAGE
24.28,14.7,9.86,437.2,2542.9,579.1,37.64,43.2,30.7,521.5,1,OIL_STAIN
33.55,13.66,5.13,412.6,2426.4,770.4,25.5,51.6,24.8,607.9,2,JACQUARD_PATTERN_SHIFT
11.4,9.98,7.27,455.9,1865.8,572.3,49.21,63.8,25.8,426.7,0,YARN_BREAKAGE
34.03,20.33,10.22,335.5,2010.2,587.2,29.6,44.8,38.5,454.4,1,OIL_STAIN
10.81,6.84,5.36,480.3,1950.1,595.4,40.28,57.6,19.4,504.3,0,YARN_BREAKAGE
15.95,5.8,5.89,442.5,2351.3,569.7,50.87,55.2,22.8,545.8,0,YARN_BREAKAGE
28.36,17.72,5.22,315.7,1993.8,667.0,39.88,62.6,18.4,486.7,3,BORDER_SEWING_DEFECT
22.83,19.7,8.64,443.5,2226.1,566.2,29.89,32.6,30.7,498.0,1,OIL_STAIN
10.18,5.59,4.55,356.9,2220.1,637.6,39.3,53.6,23.7,462.3,0,YARN_BREAKAGE
28.41,18.56,6.42,319.1,2038.4,660.1,43.8,65.7,17.4,602.9,3,BORDER_SEWING_DEFECT
17.31,10.03,5.87,405.2,2285.2,650.4,47.04,59.1,22.4,576.5,0,YARN_BREAKAGE
15.65,10.21,3.68,469.8,2162.4,543.8,44.37,65.3,23.2,478.2,0,YARN_BREAKAGE
11.64,10.81,2.61,462.0,1921.8,633.6,39.62,55.1,22.3,430.7,0,YARN_BREAKAGE
13.26,9.79,4.16,482.6,2154.4,591.7,36.6,61.5,25.1,532.8,0,YARN_BREAKAGE
26.53,15.85,9.02,446.7,2305.5,618.0,16.67,37.5,38.3,540.9,1,OIL_STAIN
18.55,16.78,2.5,289.1,1748.7,625.3,39.33,51.1,20.1,539.1,3,BORDER_SEWING_DEFECT
10.64,6.43,3.55,401.3,2233.8,678.7,46.68,62.3,28.5,506.3,0,YARN_BREAKAGE
15.77,5.57,6.9,411.6,2077.6,531.8,37.43,55.8,27.0,502.6,0,YARN_BREAKAGE
25.27,17.1,8.1,430.9,2117.5,607.6,32.79,42.2,35.7,554.4,1,OIL_STAIN
15.09,7.4,3.75,549.1,2215.4,638.2,41.6,62.5,24.4,560.7,0,YARN_BREAKAGE
22.26,14.43,4.71,415.6,2716.6,769.7,12.08,60.5,22.6,633.0,2,JACQUARD_PATTERN_SHIFT
26.71,16.23,10.53,455.3,1798.1,659.2,24.16,40.8,30.2,625.0,1,OIL_STAIN
24.28,18.81,5.56,458.6,2802.0,779.4,22.26,49.5,23.8,654.9,2,JACQUARD_PATTERN_SHIFT
25.69,14.1,8.88,434.2,2182.6,601.5,30.63,47.9,35.4,496.1,1,OIL_STAIN
16.75,8.99,4.38,387.6,1830.9,624.3,37.63,58.0,22.6,528.3,0,YARN_BREAKAGE
31.05,10.24,1.5,327.5,1880.8,711.9,39.4,63.6,26.8,569.5,3,BORDER_SEWING_DEFECT
16.97,4.5,5.47,441.8,2191.0,638.4,49.11,57.4,28.5,573.0,0,YARN_BREAKAGE
14.52,6.43,4.41,437.0,2253.3,668.6,41.75,65.2,26.1,554.7,0,YARN_BREAKAGE
12.98,7.24,7.2,559.7,2010.5,647.5,46.19,50.6,26.0,549.3,0,YARN_BREAKAGE
13.4,5.99,4.47,451.2,2122.5,631.4,43.24,40.5,30.3,562.8,0,YARN_BREAKAGE
11.24,9.75,3.28,492.9,2077.2,608.8,55.09,64.9,26.4,520.1,0,YARN_BREAKAGE
24.17,14.86,3.28,367.9,2789.1,755.7,24.86,66.8,33.3,650.8,2,JACQUARD_PATTERN_SHIFT
24.19,15.12,4.84,388.1,2811.8,710.8,28.68,55.2,16.7,617.2,2,JACQUARD_PATTERN_SHIFT
20.73,12.71,4.24,483.0,2670.1,767.4,39.41,58.5,26.7,590.2,2,JACQUARD_PATTERN_SHIFT
14.09,7.28,4.12,316.5,2430.1,638.9,57.93,50.7,22.2,535.3,0,YARN_BREAKAGE
14.9,8.41,3.17,418.1,2109.1,571.2,56.62,58.0,20.8,489.8,0,YARN_BREAKAGE
32.65,14.75,1.91,376.9,2476.1,727.8,32.5,64.9,24.7,653.1,2,JACQUARD_PATTERN_SHIFT
26.94,14.46,8.05,333.4,1910.2,665.9,17.64,42.4,30.3,631.4,1,OIL_STAIN
13.56,4.79,4.53,529.2,1876.9,683.7,39.1,55.6,24.1,526.3,0,YARN_BREAKAGE
32.2,24.01,6.48,293.0,1994.9,601.2,35.77,78.9,23.2,467.9,3,BORDER_SEWING_DEFECT
18.67,12.64,7.44,474.7,2352.7,601.4,28.7,36.3,33.9,522.4,1,OIL_STAIN
23.9,12.84,8.65,432.5,2195.4,616.7,25.58,33.1,30.6,538.5,1,OIL_STAIN
31.68,18.29,6.28,428.1,2429.1,730.4,26.12,58.2,28.6,649.0,2,JACQUARD_PATTERN_SHIFT
26.16,16.46,6.0,315.5,1755.1,585.1,41.89,55.2,23.0,485.2,3,BORDER_SEWING_DEFECT
22.87,16.04,9.0,410.3,2014.9,522.7,20.59,33.7,38.3,499.7,1,OIL_STAIN
20.53,16.11,4.88,270.9,1722.2,659.2,41.89,57.1,19.5,557.5,3,BORDER_SEWING_DEFECT
11.38,6.71,7.36,360.5,2196.8,598.1,47.81,45.9,21.9,514.1,0,YARN_BREAKAGE
23.77,19.04,2.92,272.2,1810.7,682.4,40.73,56.8,28.0,602.5,3,BORDER_SEWING_DEFECT
23.05,13.55,10.34,466.7,2175.1,680.4,20.03,47.9,32.7,528.5,1,OIL_STAIN
12.33,9.08,7.94,387.8,2084.6,663.2,40.57,55.3,25.7,539.9,0,YARN_BREAKAGE
33.95,17.23,4.46,275.7,1973.7,601.8,32.24,70.5,28.5,569.7,3,BORDER_SEWING_DEFECT
14.57,6.83,3.95,407.6,2170.6,632.7,35.16,50.7,29.9,542.9,0,YARN_BREAKAGE
28.34,24.85,5.78,326.2,1892.3,593.9,44.02,55.9,26.5,545.6,3,BORDER_SEWING_DEFECT
25.02,13.11,6.83,291.9,2451.6,611.4,34.86,33.2,31.1,519.8,1,OIL_STAIN
11.63,17.11,8.63,504.2,2433.9,697.4,16.53,41.2,30.3,486.6,1,OIL_STAIN
15.69,10.93,6.21,464.6,2348.1,613.8,41.04,54.1,30.1,566.4,0,YARN_BREAKAGE
20.3,13.05,7.51,314.9,1688.6,610.4,39.56,53.6,31.3,402.0,3,BORDER_SEWING_DEFECT
21.4,16.35,4.97,278.2,1702.9,651.4,44.67,54.3,20.4,530.1,3,BORDER_SEWING_DEFECT
19.88,12.12,2.46,299.3,1932.8,616.5,33.82,61.7,25.8,531.6,3,BORDER_SEWING_DEFECT
19.88,13.6,8.27,489.8,2493.9,706.1,16.04,69.1,19.9,653.3,2,JACQUARD_PATTERN_SHIFT
13.11,7.59,4.6,461.5,2282.5,592.5,55.16,71.7,20.5,543.8,0,YARN_BREAKAGE
34.74,10.32,3.7,443.2,2827.4,708.1,25.26,61.6,25.5,645.4,2,JACQUARD_PATTERN_SHIFT
28.8,14.19,1.5,292.7,2007.6,628.7,34.85,56.6,22.1,530.8,3,BORDER_SEWING_DEFECT
22.36,16.01,5.42,352.7,2574.0,705.3,16.25,54.7,21.2,640.9,2,JACQUARD_PATTERN_SHIFT
10.68,6.5,6.88,444.5,2413.2,633.9,42.1,62.3,25.4,515.5,0,YARN_BREAKAGE
13.82,10.68,4.57,285.8,2081.3,551.8,40.43,67.3,26.3,543.6,0,YARN_BREAKAGE
20.28,18.1,3.07,301.8,1804.3,613.8,39.01,60.4,28.2,542.0,3,BORDER_SEWING_DEFECT
18.06,20.22,6.85,402.5,2058.7,532.4,22.49,32.6,39.0,500.0,1,OIL_STAIN
27.37,15.55,1.73,305.6,1880.1,589.6,39.8,75.0,20.8,565.4,3,BORDER_SEWING_DEFECT
13.22,7.5,3.98,317.3,2509.8,568.7,37.69,70.7,26.7,614.6,0,YARN_BREAKAGE
13.96,5.28,3.63,470.6,2148.1,651.0,37.81,49.8,29.5,449.2,0,YARN_BREAKAGE
24.53,18.06,9.25,385.5,2160.4,593.1,22.59,35.6,34.3,586.2,1,OIL_STAIN
12.51,8.61,3.71,363.9,2452.3,639.5,47.7,48.5,23.4,601.1,0,YARN_BREAKAGE
21.93,14.96,5.37,283.4,2035.4,533.3,42.32,63.1,27.3,634.7,3,BORDER_SEWING_DEFECT
11.98,8.5,4.4,312.3,1783.2,600.5,44.34,57.3,25.0,596.4,0,YARN_BREAKAGE
19.18,13.12,10.29,388.4,2536.7,633.2,37.43,33.7,35.4,460.9,1,OIL_STAIN
17.39,5.21,3.21,429.5,2259.7,679.7,51.39,52.9,24.9,550.4,0,YARN_BREAKAGE
16.2,14.71,8.23,383.0,2229.1,641.3,26.18,33.7,30.4,602.0,1,OIL_STAIN
16.54,8.92,7.55,331.4,2021.2,648.2,50.0,49.6,22.0,549.0,0,YARN_BREAKAGE
25.37,14.8,7.66,520.4,2523.2,693.3,19.91,48.5,27.5,697.1,2,JACQUARD_PATTERN_SHIFT
11.29,10.16,3.79,331.7,2182.5,630.3,54.53,54.8,25.1,473.1,0,YARN_BREAKAGE
23.96,5.11,2.63,335.6,2783.4,670.5,22.81,61.7,29.6,594.6,2,JACQUARD_PATTERN_SHIFT
21.12,13.73,3.76,400.3,2451.2,766.8,27.74,53.6,26.1,701.0,2,JACQUARD_PATTERN_SHIFT
25.25,14.03,5.29,312.1,1995.2,585.4,39.54,58.0,23.3,523.3,3,BORDER_SEWING_DEFECT
29.57,15.34,4.83,335.2,2029.6,575.6,33.15,66.4,24.6,555.9,3,BORDER_SEWING_DEFECT
23.48,15.77,4.98,357.7,2653.7,753.3,20.37,56.5,24.5,642.0,2,JACQUARD_PATTERN_SHIFT
31.75,18.81,3.46,426.6,2393.7,728.5,18.05,65.4,28.0,690.5,2,JACQUARD_PATTERN_SHIFT
18.65,15.51,4.45,289.5,2001.1,613.1,43.59,75.2,27.6,467.6,3,BORDER_SEWING_DEFECT
16.01,7.54,3.87,500.9,2191.3,593.2,46.11,70.4,24.8,467.3,0,YARN_BREAKAGE
24.88,17.07,6.5,407.4,2791.0,665.1,27.44,57.6,24.2,695.6,2,JACQUARD_PATTERN_SHIFT
24.49,17.4,7.77,365.1,2002.6,682.6,32.9,33.5,30.2,559.7,1,OIL_STAIN
24.06,14.91,5.68,399.3,2682.3,705.5,18.8,49.4,26.1,659.3,2,JACQUARD_PATTERN_SHIFT
13.55,10.32,7.28,452.7,2250.1,535.4,49.03,64.0,25.9,505.3,0,YARN_BREAKAGE
25.95,16.27,9.94,528.6,2246.3,669.2,34.72,34.0,34.5,534.3,1,OIL_STAIN
12.83,9.29,5.68,408.7,2014.2,667.9,48.77,54.0,23.5,473.3,0,YARN_BREAKAGE
28.38,12.35,10.17,527.5,2388.7,578.2,19.1,46.2,39.8,598.3,1,OIL_STAIN
10.0,4.52,4.29,533.7,1910.7,558.0,56.78,59.9,26.0,550.1,0,YARN_BREAKAGE
25.48,27.45,7.85,378.2,2334.2,629.6,26.52,44.0,33.4,566.4,1,OIL_STAIN
25.85,18.5,10.47,361.4,2239.8,556.1,34.86,46.5,30.2,488.6,1,OIL_STAIN
21.12,18.19,2.64,419.8,2563.5,674.9,42.38,53.7,26.1,698.8,2,JACQUARD_PATTERN_SHIFT
14.64,9.73,6.53,367.2,2511.6,546.6,44.72,54.2,20.2,509.7,0,YARN_BREAKAGE
13.82,10.39,5.34,345.4,2061.1,651.2,52.61,59.4,22.2,483.0,0,YARN_BREAKAGE
23.24,10.87,5.04,436.5,2407.6,760.3,19.1,67.8,17.3,616.5,2,JACQUARD_PATTERN_SHIFT
13.6,10.04,5.41,487.3,2181.5,621.9,57.68,52.2,23.8,558.0,0,YARN_BREAKAGE
16.54,8.66,3.91,491.0,2224.1,562.9,53.36,38.8,21.9,461.7,0,YARN_BREAKAGE
32.29,19.38,5.09,261.3,1928.2,596.9,34.68,81.3,24.8,439.3,3,BORDER_SEWING_DEFECT
23.1,21.97,5.81,272.6,1787.1,627.2,39.38,50.8,33.2,538.5,3,BORDER_SEWING_DEFECT
10.73,6.27,5.89,398.3,2331.5,637.3,54.28,59.1,22.1,542.7,0,YARN_BREAKAGE
23.75,17.14,6.63,433.5,2755.8,693.9,27.18,61.8,25.3,647.2,2,JACQUARD_PATTERN_SHIFT
18.26,17.3,4.67,323.0,2671.4,753.4,25.17,62.3,26.2,640.1,2,JACQUARD_PATTERN_SHIFT
25.23,15.94,3.43,422.1,2749.0,683.3,25.77,62.5,24.6,634.1,2,JACQUARD_PATTERN_SHIFT
25.07,22.68,9.81,329.9,2273.5,576.1,23.36,32.2,29.7,523.7,1,OIL_STAIN
24.24,13.08,9.27,506.0,2057.1,581.5,35.62,44.9,34.6,448.8,1,OIL_STAIN
25.1,15.85,5.21,292.8,1824.1,650.9,44.4,59.4,23.2,552.2,3,BORDER_SEWING_DEFECT
10.57,10.09,2.96,357.4,1891.6,627.2,51.4,58.2,27.8,564.7,0,YARN_BREAKAGE
10.58,6.94,5.7,476.0,2300.0,647.5,40.77,59.2,29.1,543.3,0,YARN_BREAKAGE
20.08,15.91,4.22,323.4,2397.6,702.0,25.68,47.4,22.6,669.3,2,JACQUARD_PATTERN_SHIFT
24.13,20.75,9.45,528.7,2112.1,589.9,11.53,45.9,31.7,509.4,1,OIL_STAIN
27.02,15.34,1.5,411.5,2553.4,703.1,22.22,61.4,21.0,608.4,2,JACQUARD_PATTERN_SHIFT
17.28,10.3,5.0,340.2,2059.0,585.9,51.23,59.8,24.3,424.0,0,YARN_BREAKAGE
20.1,16.83,5.05,302.4,1984.9,619.3,33.66,67.2,25.5,571.7,3,BORDER_SEWING_DEFECT
14.96,8.54,5.62,465.3,2484.2,537.0,53.51,65.0,25.0,473.5,0,YARN_BREAKAGE
16.54,9.96,4.16,472.0,2513.5,674.0,18.53,57.2,27.5,663.2,2,JACQUARD_PATTERN_SHIFT
12.06,5.68,3.55,459.7,2083.3,615.2,49.77,52.1,21.7,580.5,0,YARN_BREAKAGE
21.63,14.3,7.66,352.8,1932.6,658.3,26.29,38.3,34.6,488.5,1,OIL_STAIN
11.66,9.16,5.67,418.3,2343.2,545.7,49.24,61.8,27.8,538.1,0,YARN_BREAKAGE
14.81,10.97,4.74,436.0,2246.8,560.0,54.33,50.7,25.3,551.3,0,YARN_BREAKAGE
15.76,6.46,6.82,399.8,2324.8,665.0,40.95,44.8,26.0,483.1,0,YARN_BREAKAGE
21.01,21.04,6.61,308.7,1699.5,671.0,39.52,58.2,22.0,565.2,3,BORDER_SEWING_DEFECT
19.99,13.17,3.96,504.4,2828.9,757.4,23.0,48.8,24.9,677.8,2,JACQUARD_PATTERN_SHIFT
12.14,9.34,6.74,434.1,2097.9,632.9,37.04,64.6,24.6,552.5,0,YARN_BREAKAGE
20.74,13.23,7.86,461.6,2263.6,655.0,22.54,47.2,30.2,566.0,1,OIL_STAIN
