yarn_tensile_strength,yarn_elongation_at_break,yarn_hairiness_index,twist_per_meter,yarn_linear_density_dtex,loom_rpm,loom_tension_variation,ambient_relative_humidity,ambient_temperature_c,weft_insertion_rate,defect_class,defect_name
22.85,12.25,4.07,291.1,1987.4,527.1,10.78,55.2,24.4,546.8,3,BORDER_SEWING_DEFECT
23.18,15.89,7.22,437.9,2246.0,591.7,17.78,44.2,31.8,521.3,1,OIL_STAIN
24.82,15.45,3.55,331.1,1937.7,563.7,20.19,59.5,25.2,513.7,3,BORDER_SEWING_DEFECT
22.29,15.59,7.13,421.8,2256.1,629.3,22.45,43.8,28.8,534.6,1,OIL_STAIN
20.76,20.63,3.87,327.4,2035.6,607.4,13.99,70.2,23.7,503.4,3,BORDER_SEWING_DEFECT
24.25,15.77,8.15,467.7,2370.3,597.1,27.19,47.4,27.7,581.6,1,OIL_STAIN
23.84,18.94,3.76,328.0,1910.3,573.0,22.86,57.5,25.0,554.6,3,BORDER_SEWING_DEFECT
29.97,18.21,4.33,338.8,2077.1,588.3,18.7,59.9,23.5,465.6,3,BORDER_SEWING_DEFECT
14.79,8.45,2.79,433.6,2307.1,627.3,41.22,62.9,21.1,533.4,0,YARN_BREAKAGE
13.6,8.42,4.92,442.5,2232.5,637.9,41.51,62.3,23.2,486.3,0,YARN_BREAKAGE
28.68,14.55,3.1,275.0,2042.1,595.3,22.97,62.9,21.4,487.7,3,BORDER_SEWING_DEFECT
23.16,15.14,4.01,329.1,2070.9,610.1,18.18,59.4,24.9,435.3,3,BORDER_SEWING_DEFECT
13.8,10.13,5.79,441.6,2315.2,610.1,47.5,62.3,20.6,519.5,0,YARN_BREAKAGE
29.11,17.89,4.61,453.2,2562.3,686.7,17.38,61.9,26.9,611.8,2,JACQUARD_PATTERN_SHIFT
31.29,18.78,4.68,462.6,2420.1,721.2,29.3,56.9,26.1,653.0,2,JACQUARD_PATTERN_SHIFT
25.58,13.87,4.22,341.1,1949.7,621.3,24.19,64.5,23.7,520.0,3,BORDER_SEWING_DEFECT
30.59,17.84,4.54,442.3,2359.5,737.7,26.88,61.6,26.4,627.1,2,JACQUARD_PATTERN_SHIFT
26.79,19.0,6.88,407.2,2118.8,605.8,22.84,36.9,30.7,519.1,1,OIL_STAIN
20.0,20.72,3.81,335.7,1971.9,578.9,23.83,67.4,18.1,517.2,3,BORDER_SEWING_DEFECT
26.62,19.8,7.32,459.3,2208.7,529.5,24.14,44.5,33.1,565.2,1,OIL_STAIN
20.23,16.49,3.59,307.2,1977.1,641.5,26.33,67.3,22.2,472.6,3,BORDER_SEWING_DEFECT
28.14,16.06,6.58,420.8,2300.4,615.8,18.57,41.5,33.0,494.8,1,OIL_STAIN
27.18,17.59,8.74,432.2,2088.8,668.9,19.13,39.0,30.0,506.3,1,OIL_STAIN
32.31,18.35,3.28,469.9,2525.8,725.0,18.81,64.5,26.6,620.5,2,JACQUARD_PATTERN_SHIFT
25.57,14.8,7.45,440.1,2346.0,633.9,20.6,40.4,33.4,529.2,1,OIL_STAIN
24.0,16.9,4.28,293.7,1902.3,578.3,20.26,56.9,22.4,540.1,3,BORDER_SEWING_DEFECT
27.08,16.27,4.22,312.0,1950.6,590.0,24.96,60.1,21.8,537.4,3,BORDER_SEWING_DEFECT
22.52,14.38,3.19,283.2,1912.6,570.1,21.44,65.4,26.8,509.3,3,BORDER_SEWING_DEFECT
29.87,19.98,7.6,448.9,2219.2,698.7,25.03,44.8,34.5,515.0,1,OIL_STAIN
16.06,9.49,4.08,419.7,2290.4,558.1,41.32,59.5,20.0,506.2,0,YARN_BREAKAGE
25.65,16.94,5.04,492.0,2352.6,730.4,22.36,58.9,25.4,611.5,2,JACQUARD_PATTERN_SHIFT
27.71,20.17,8.39,406.2,2223.0,668.2,26.1,42.2,30.6,558.8,1,OIL_STAIN
28.54,15.7,3.48,461.4,2359.1,718.1,26.1,65.9,27.8,637.4,2,JACQUARD_PATTERN_SHIFT
32.09,18.28,4.34,456.4,2434.8,722.3,27.44,60.3,25.8,629.9,2,JACQUARD_PATTERN_SHIFT
32.76,15.22,7.23,421.2,2180.6,648.8,19.43,44.4,32.5,540.8,1,OIL_STAIN
19.09,19.77,4.83,278.5,2045.8,572.8,18.49,66.7,22.0,476.5,3,BORDER_SEWING_DEFECT
24.79,13.26,3.96,315.3,1776.7,593.0,22.8,63.5,24.2,506.5,3,BORDER_SEWING_DEFECT
24.53,16.28,8.52,415.8,2253.1,606.6,32.39,42.4,30.8,554.2,1,OIL_STAIN
24.38,15.55,3.19,444.8,2499.6,722.1,29.91,53.9,24.5,617.4,2,JACQUARD_PATTERN_SHIFT
25.35,15.35,2.64,330.0,1955.0,614.2,17.05,56.4,19.2,502.2,3,BORDER_SEWING_DEFECT
19.91,20.16,3.71,296.4,1962.9,571.5,19.9,65.5,22.0,533.3,3,BORDER_SEWING_DEFECT
26.78,17.17,3.5,491.2,2457.7,698.4,29.17,64.2,26.0,683.1,2,JACQUARD_PATTERN_SHIFT
23.89,20.99,2.81,308.1,2011.4,574.3,22.64,75.0,20.3,523.6,3,BORDER_SEWING_DEFECT
28.77,18.16,3.85,490.2,2516.6,698.9,25.77,59.3,25.2,609.3,2,JACQUARD_PATTERN_SHIFT
21.34,18.57,6.78,437.7,2230.9,602.0,24.46,47.1,33.7,546.3,1,OIL_STAIN
15.15,10.91,3.3,437.9,2291.1,622.6,44.17,50.5,22.8,545.6,0,YARN_BREAKAGE
27.43,18.08,3.93,456.0,2542.7,743.8,25.49,62.8,24.5,619.8,2,JACQUARD_PATTERN_SHIFT
15.37,10.82,3.65,428.9,2119.6,590.8,42.14,60.1,23.6,587.7,0,YARN_BREAKAGE
22.48,14.35,5.17,334.1,2013.0,591.1,20.48,64.9,20.5,472.8,3,BORDER_SEWING_DEFECT
14.85,10.45,4.3,440.2,2070.4,603.2,38.64,56.6,22.0,552.0,0,YARN_BREAKAGE
23.11,12.8,3.25,328.5,1943.1,546.2,18.46,62.7,23.3,527.6,3,BORDER_SEWING_DEFECT
13.36,11.87,4.01,407.1,2164.4,580.4,40.11,62.4,20.4,559.9,0,YARN_BREAKAGE
15.56,9.84,4.76,398.9,2169.8,609.2,33.64,51.8,26.4,456.4,0,YARN_BREAKAGE
19.24,9.59,3.98,421.7,2271.1,610.6,41.06,58.8,28.8,546.4,0,YARN_BREAKAGE
24.22,16.11,4.34,324.0,1918.8,545.7,24.17,55.0,23.0,497.0,3,BORDER_SEWING_DEFECT
27.85,15.73,3.95,453.5,2581.4,723.3,26.15,59.3,24.2,643.1,2,JACQUARD_PATTERN_SHIFT
25.75,18.7,6.34,425.3,2253.1,681.1,18.08,40.7,33.0,529.5,1,OIL_STAIN
16.04,11.81,5.79,406.2,2140.4,640.0,45.89,62.3,21.5,493.2,0,YARN_BREAKAGE
25.88,17.51,8.2,477.9,2067.7,598.4,25.06,53.8,28.9,555.8,1,OIL_STAIN
20.28,14.66,3.56,318.1,2046.0,572.7,19.55,56.7,21.1,532.2,3,BORDER_SEWING_DEFECT
23.8,18.33,7.84,470.4,2357.7,696.1,21.3,43.6,30.5,486.1,1,OIL_STAIN
24.97,17.32,4.19,337.2,1951.3,570.8,25.23,71.7,27.8,510.2,3,BORDER_SEWING_DEFECT
28.13,20.17,8.2,475.8,2317.8,596.5,18.2,42.2,31.4,553.7,1,OIL_STAIN
26.51,16.57,6.98,409.4,2210.4,643.1,14.93,44.3,31.9,575.9,1,OIL_STAIN
24.54,14.19,8.08,430.2,2210.0,659.5,20.25,41.4,29.6,539.1,1,OIL_STAIN
27.93,17.48,8.92,435.0,2225.4,589.9,18.34,48.0,32.8,569.7,1,OIL_STAIN
29.06,17.28,4.52,440.2,2428.4,684.0,24.1,59.3,23.7,605.1,2,JACQUARD_PATTERN_SHIFT
27.77,16.84,3.98,325.7,1830.7,579.4,18.77,65.5,21.8,547.0,3,BORDER_SEWING_DEFECT
15.07,8.46,4.73,468.3,2371.8,591.2,37.88,52.8,21.0,513.7,0,YARN_BREAKAGE
23.03,18.92,7.2,457.8,2305.2,655.4,16.92,38.2,29.7,527.7,1,OIL_STAIN
22.02,16.88,8.39,444.5,2156.7,634.1,27.55,47.1,32.3,524.6,1,OIL_STAIN
15.95,10.62,5.55,450.7,2228.8,560.8,38.24,63.8,21.7,514.3,0,YARN_BREAKAGE
29.42,17.86,3.61,430.5,2522.0,717.9,18.49,61.8,24.7,661.2,2,JACQUARD_PATTERN_SHIFT
27.1,13.03,4.89,334.1,1984.5,618.5,17.26,66.9,23.8,499.9,3,BORDER_SEWING_DEFECT
18.5,7.85,4.65,435.4,2208.0,580.4,34.59,58.8,21.7,489.9,0,YARN_BREAKAGE
25.01,17.19,4.54,289.1,1900.1,561.7,22.28,69.4,21.4,490.9,3,BORDER_SEWING_DEFECT
27.93,19.35,2.74,491.0,2533.1,679.1,28.62,54.6,25.2,647.3,2,JACQUARD_PATTERN_SHIFT
13.68,9.17,5.26,430.6,2234.8,677.3,36.54,54.4,22.0,524.3,0,YARN_BREAKAGE
20.27,19.11,2.83,313.6,1902.8,611.6,11.77,62.4,23.5,532.1,3,BORDER_SEWING_DEFECT
24.66,12.91,7.57,411.5,2150.1,584.3,20.85,43.5,31.7,520.2,1,OIL_STAIN
19.77,17.65,3.16,306.9,1910.6,578.4,19.77,57.9,20.0,521.3,3,BORDER_SEWING_DEFECT
12.17,8.57,4.35,456.5,2163.4,591.6,41.14,61.1,22.3,491.4,0,YARN_BREAKAGE
15.04,7.82,3.79,419.8,2253.3,587.8,41.01,61.5,24.9,496.8,0,YARN_BREAKAGE
27.33,14.46,8.43,441.6,2347.9,593.0,17.84,51.2,32.5,575.6,1,OIL_STAIN
25.07,17.45,4.44,295.7,1992.9,548.0,20.21,62.1,22.4,529.7,3,BORDER_SEWING_DEFECT
25.26,14.33,6.84,441.6,2341.8,653.3,19.45,43.7,30.6,565.8,1,OIL_STAIN
26.13,18.09,7.59,455.4,2192.2,627.5,27.14,43.5,31.3,546.0,1,OIL_STAIN
14.88,9.8,5.09,443.7,2223.7,560.8,44.68,61.6,25.0,526.0,0,YARN_BREAKAGE
29.71,13.97,7.9,420.2,2123.9,535.7,23.77,43.5,31.8,539.9,1,OIL_STAIN
24.39,16.59,4.2,323.9,1886.7,555.6,20.66,59.2,23.0,547.8,3,BORDER_SEWING_DEFECT
15.77,7.89,6.05,436.6,2069.6,642.0,41.21,56.9,23.2,557.5,0,YARN_BREAKAGE
20.16,16.05,4.21,489.1,2466.2,712.3,23.99,54.0,24.6,621.2,2,JACQUARD_PATTERN_SHIFT
26.83,18.11,4.04,311.7,1944.3,587.8,21.31,51.0,20.3,490.6,3,BORDER_SEWING_DEFECT
27.99,19.76,4.21,446.5,2597.9,674.4,19.76,58.7,23.5,659.2,2,JACQUARD_PATTERN_SHIFT
20.44,9.4,4.15,421.6,2261.3,616.0,43.01,49.1,25.3,492.8,0,YARN_BREAKAGE
25.65,16.45,3.46,359.7,1975.7,563.2,21.76,56.5,24.7,493.9,3,BORDER_SEWING_DEFECT
13.36,9.39,4.4,460.9,2276.5,571.5,38.77,55.2,21.6,510.7,0,YARN_BREAKAGE
25.02,17.86,7.2,425.4,2189.5,620.8,17.26,43.1,33.5,553.5,1,OIL_STAIN
25.38,19.25,3.25,455.5,2570.5,734.7,25.19,61.6,23.8,600.3,2,JACQUARD_PATTERN_SHIFT
13.78,11.04,4.35,438.4,2334.3,534.1,45.28,60.3,22.5,441.8,0,YARN_BREAKAGE
16.44,14.55,5.07,335.4,1964.6,535.3,22.12,53.5,24.6,517.9,3,BORDER_SEWING_DEFECT
14.93,10.18,4.9,411.7,2249.9,573.0,41.63,64.3,25.2,518.2,0,YARN_BREAKAGE
14.74,8.66,3.72,460.8,2195.8,555.0,37.21,57.3,24.9,493.8,0,YARN_BREAKAGE
25.36,19.04,4.5,415.2,2474.3,677.2,22.57,61.8,26.0,647.2,2,JACQUARD_PATTERN_SHIFT
24.49,14.71,6.22,409.3,2275.8,562.1,21.72,43.4,32.1,516.9,1,OIL_STAIN
23.6,15.63,7.51,469.7,2230.3,520.2,19.31,43.3,31.8,517.4,1,OIL_STAIN
25.16,16.84,4.82,283.4,1868.1,610.9,16.0,65.4,21.7,543.8,3,BORDER_SEWING_DEFECT
13.79,9.98,4.62,437.5,2217.1,582.3,41.25,54.8,24.7,558.6,0,YARN_BREAKAGE
27.52,17.87,4.81,497.1,2447.2,676.6,30.64,66.2,23.4,598.8,2,JACQUARD_PATTERN_SHIFT
22.75,14.15,3.61,303.0,1991.8,636.2,27.37,66.1,21.5,502.5,3,BORDER_SEWING_DEFECT
13.75,8.65,6.08,431.8,2245.7,589.4,45.0,53.0,20.4,506.9,0,YARN_BREAKAGE
28.85,12.44,3.84,300.8,1974.6,600.5,22.17,61.3,23.6,450.7,3,BORDER_SEWING_DEFECT
21.68,17.44,4.9,314.3,1927.2,607.3,16.29,60.7,20.2,531.6,3,BORDER_SEWING_DEFECT
24.48,14.69,3.64,339.1,1967.2,576.8,21.0,60.9,24.6,506.4,3,BORDER_SEWING_DEFECT
20.07,17.1,3.77,297.6,1945.9,598.7,21.69,64.4,22.2,552.0,3,BORDER_SEWING_DEFECT
30.04,16.63,6.29,479.1,2487.1,679.8,21.03,69.5,23.6,627.0,2,JACQUARD_PATTERN_SHIFT
27.83,16.78,7.7,460.6,2128.5,650.7,23.14,44.6,26.0,498.5,1,OIL_STAIN
29.5,19.66,4.08,446.4,2585.9,713.2,21.52,56.4,31.7,643.9,2,JACQUARD_PATTERN_SHIFT
27.93,16.5,7.61,459.3,2087.0,645.2,26.98,45.5,31.7,542.5,1,OIL_STAIN
13.69,10.46,4.9,423.0,2161.3,598.8,37.66,54.7,24.8,509.2,0,YARN_BREAKAGE
21.71,16.69,5.98,423.7,2218.5,609.0,24.54,39.1,29.2,518.6,1,OIL_STAIN
34.47,19.55,6.77,433.0,2353.5,701.2,19.04,44.2,31.7,484.1,1,OIL_STAIN
24.62,18.01,3.64,276.4,1882.1,528.9,20.31,60.5,24.6,514.3,3,BORDER_SEWING_DEFECT
13.02,8.5,3.56,406.6,2153.3,527.0,40.91,49.9,24.2,538.9,0,YARN_BREAKAGE
12.19,6.5,3.81,435.3,2347.2,589.4,39.88,56.6,26.0,523.1,0,YARN_BREAKAGE
15.14,10.42,4.16,481.4,2226.4,665.9,37.62,57.1,21.1,490.3,0,YARN_BREAKAGE
29.29,20.51,4.63,480.7,2551.1,652.0,21.69,61.3,22.3,633.4,2,JACQUARD_PATTERN_SHIFT
19.31,10.39,2.58,318.7,1978.8,627.8,20.94,56.3,24.4,486.3,3,BORDER_SEWING_DEFECT
15.12,8.36,4.01,448.8,2249.1,639.6,41.96,56.1,27.1,575.0,0,YARN_BREAKAGE
28.21,16.18,7.73,437.2,2263.3,635.3,21.43,37.7,31.6,581.6,1,OIL_STAIN
27.19,17.37,7.38,415.0,2271.9,743.2,26.33,44.4,30.2,512.0,1,OIL_STAIN
27.08,10.99,2.43,341.3,1893.4,602.9,18.78,63.2,24.2,505.7,3,BORDER_SEWING_DEFECT
31.98,14.91,3.5,297.0,1971.4,602.9,27.08,60.9,22.7,512.7,3,BORDER_SEWING_DEFECT
25.13,20.43,3.81,304.3,2014.1,615.5,18.36,64.7,23.4,486.7,3,BORDER_SEWING_DEFECT
27.31,16.66,4.81,469.9,2583.2,685.7,24.68,56.1,21.0,603.8,2,JACQUARD_PATTERN_SHIFT
24.72,15.33,4.7,460.6,2451.2,745.8,22.99,54.0,24.4,624.8,2,JACQUARD_PATTERN_SHIFT
22.14,17.38,7.06,481.9,2205.2,666.0,17.25,45.8,32.5,563.2,1,OIL_STAIN
16.34,10.16,4.2,465.8,2128.7,592.6,46.16,60.6,21.7,533.9,0,YARN_BREAKAGE
16.45,8.1,3.7,407.8,2197.3,611.1,39.64,54.5,28.2,510.9,0,YARN_BREAKAGE
28.76,19.04,6.82,449.1,2308.8,601.8,24.41,37.7,29.4,571.7,1,OIL_STAIN
27.94,21.35,4.24,467.3,2391.8,712.0,22.79,60.6,24.2,596.5,2,JACQUARD_PATTERN_SHIFT
23.28,18.11,4.1,285.3,1958.9,546.1,23.74,62.6,23.7,498.3,3,BORDER_SEWING_DEFECT
23.88,22.13,6.67,480.5,2135.0,655.6,22.37,43.0,31.0,554.2,1,OIL_STAIN
23.63,18.91,3.59,294.9,1929.4,615.8,16.19,56.7,22.3,492.7,3,BORDER_SEWING_DEFECT
19.15,11.63,4.42,314.2,2007.5,537.6,22.71,68.1,23.8,535.6,3,BORDER_SEWING_DEFECT
14.59,9.06,4.49,385.4,2337.3,614.4,41.91,56.7,21.9,493.2,0,YARN_BREAKAGE
31.48,17.52,3.62,484.6,2515.9,701.5,25.08,57.8,29.2,666.5,2,JACQUARD_PATTERN_SHIFT
29.08,18.4,3.96,477.1,2536.1,695.2,26.58,60.4,22.8,634.0,2,JACQUARD_PATTERN_SHIFT
12.95,8.47,3.22,423.6,2313.8,617.0,43.54,59.3,24.1,547.0,0,YARN_BREAKAGE
30.99,17.76,7.47,477.5,2267.4,634.8,20.4,40.5,35.8,520.4,1,OIL_STAIN
24.12,17.84,4.46,331.1,2025.9,576.6,23.85,60.5,23.3,493.6,3,BORDER_SEWING_DEFECT
22.71,18.5,3.88,468.0,2427.3,713.7,26.71,59.0,25.3,655.3,2,JACQUARD_PATTERN_SHIFT
14.68,9.29,5.24,400.3,2226.2,641.0,42.6,62.9,25.0,516.1,0,YARN_BREAKAGE
29.5,18.01,7.83,432.2,2217.7,636.5,22.96,40.8,33.9,545.5,1,OIL_STAIN
16.03,10.35,4.39,442.5,2292.0,649.1,45.82,52.8,23.4,605.0,0,YARN_BREAKAGE
12.75,8.04,3.7,447.0,2251.7,651.8,36.38,49.0,27.9,508.3,0,YARN_BREAKAGE
25.39,17.7,2.81,464.0,2634.6,701.9,24.16,61.2,25.1,631.5,2,JACQUARD_PATTERN_SHIFT
23.73,19.28,4.21,430.2,2400.9,719.9,26.13,62.3,21.8,641.9,2,JACQUARD_PATTERN_SHIFT
36.13,15.29,6.89,471.2,2339.0,621.5,22.51,43.4,32.4,513.5,1,OIL_STAIN
27.43,14.08,7.83,428.1,2326.5,631.3,21.73,44.7,29.1,538.5,1,OIL_STAIN
30.59,13.95,2.96,304.8,1947.9,579.9,23.39,59.8,25.6,552.9,3,BORDER_SEWING_DEFECT
27.77,17.44,3.99,477.8,2575.0,738.0,23.25,55.8,24.4,614.6,2,JACQUARD_PATTERN_SHIFT
14.38,8.78,3.86,425.4,2236.4,541.1,43.44,53.7,25.6,545.9,0,YARN_BREAKAGE
24.35,18.79,3.55,301.7,1949.1,616.8,22.29,67.2,23.3,473.8,3,BORDER_SEWING_DEFECT
22.61,23.75,7.53,422.5,2288.9,587.4,17.36,41.9,31.8,521.4,1,OIL_STAIN
26.98,14.55,4.23,437.1,2551.1,726.8,23.18,61.4,20.6,617.4,2,JACQUARD_PATTERN_SHIFT
19.15,10.73,4.39,414.1,2159.5,548.9,46.19,65.2,26.2,502.3,0,YARN_BREAKAGE
24.2,14.87,4.39,303.7,1994.6,597.1,23.09,59.6,21.4,529.7,3,BORDER_SEWING_DEFECT
16.36,10.64,5.97,447.3,2216.9,573.3,42.08,63.5,22.2,466.5,0,YARN_BREAKAGE
19.01,17.39,4.87,300.3,1976.8,688.3,18.75,70.1,19.8,505.6,3,BORDER_SEWING_DEFECT
30.71,15.86,3.07,463.8,2542.5,745.9,24.49,58.6,25.9,606.0,2,JACQUARD_PATTERN_SHIFT
27.47,15.42,3.99,450.4,2456.3,666.3,21.12,64.1,27.1,627.0,2,JACQUARD_PATTERN_SHIFT
14.49,17.59,7.28,451.4,2312.5,669.6,21.36,45.9,29.0,596.0,1,OIL_STAIN
26.71,13.08,6.16,402.7,2315.5,598.0,18.28,47.6,32.3,541.4,1,OIL_STAIN
28.56,18.03,7.13,412.1,2234.9,616.1,24.88,44.6,34.5,499.3,1,OIL_STAIN
22.57,19.95,3.01,295.6,1878.9,629.6,21.42,61.4,22.5,558.4,3,BORDER_SEWING_DEFECT
24.09,21.24,7.85,432.2,2233.5,631.5,17.04,40.8,30.5,512.5,1,OIL_STAIN
20.51,13.87,8.22,412.0,2237.8,615.2,25.47,40.8,31.7,521.2,1,OIL_STAIN
26.58,17.02,5.91,412.6,2243.5,664.7,23.42,50.6,30.7,565.8,1,OIL_STAIN
18.51,10.07,4.78,424.1,2328.2,563.3,39.98,61.0,23.6,547.8,0,YARN_BREAKAGE
16.29,8.37,6.16,404.8,2077.9,603.9,43.79,51.4,22.4,566.2,0,YARN_BREAKAGE
13.71,11.1,4.08,402.5,2275.4,568.6,42.06,60.7,22.5,508.7,0,YARN_BREAKAGE
26.1,20.05,4.92,480.6,2558.9,749.2,22.48,49.9,27.2,638.9,2,JACQUARD_PATTERN_SHIFT
21.82,13.98,3.14,286.9,1880.6,600.1,17.13,60.9,22.1,502.6,3,BORDER_SEWING_DEFECT
21.02,13.47,3.77,358.9,2054.6,590.2,13.68,65.1,21.7,521.9,3,BORDER_SEWING_DEFECT
26.94,17.28,4.69,289.3,1949.2,618.9,17.06,56.5,21.1,486.2,3,BORDER_SEWING_DEFECT
29.0,15.46,4.39,356.9,1886.4,580.4,22.74,56.5,23.7,509.6,3,BORDER_SEWING_DEFECT
22.4,13.81,4.3,324.7,2050.8,625.5,19.03,63.9,20.7,571.0,3,BORDER_SEWING_DEFECT
25.84,17.11,4.57,448.3,2470.1,708.1,20.04,60.4,22.8,649.6,2,JACQUARD_PATTERN_SHIFT
27.23,15.01,6.65,425.8,2199.1,624.3,23.59,43.3,35.0,577.7,1,OIL_STAIN
13.42,9.24,6.43,414.1,2110.2,549.0,36.48,54.8,18.7,531.3,0,YARN_BREAKAGE
20.52,20.25,4.12,287.7,2025.3,530.6,15.05,69.4,22.5,498.5,3,BORDER_SEWING_DEFECT
29.36,22.86,6.78,446.8,2188.4,603.0,19.23,47.7,37.4,548.3,1,OIL_STAIN
31.16,17.7,4.35,439.4,2398.1,738.2,25.46,63.7,21.4,647.3,2,JACQUARD_PATTERN_SHIFT
26.32,18.2,6.74,452.6,2180.7,602.9,24.3,43.6,30.9,567.0,1,OIL_STAIN
25.38,16.28,5.05,473.2,2460.8,668.6,22.75,57.2,25.3,614.1,2,JACQUARD_PATTERN_SHIFT
23.26,15.73,3.2,448.6,2423.7,732.3,27.58,60.0,24.7,620.1,2,JACQUARD_PATTERN_SHIFT
30.36,16.12,3.89,462.6,2477.5,736.2,26.99,59.5,25.1,634.4,2,JACQUARD_PATTERN_SHIFT
25.54,15.11,3.89,502.5,2499.5,691.1,21.56,63.1,25.9,627.0,2,JACQUARD_PATTERN_SHIFT
25.92,22.11,7.24,418.5,2311.9,616.3,27.64,42.2,28.0,557.6,1,OIL_STAIN
14.23,7.97,3.95,401.7,2264.3,638.1,29.29,57.4,23.6,534.7,0,YARN_BREAKAGE
26.72,13.14,7.44,422.3,2329.0,626.6,22.32,47.6,30.8,534.0,1,OIL_STAIN
29.87,18.73,3.54,466.8,2438.7,708.7,26.24,62.4,23.5,647.4,2,JACQUARD_PATTERN_SHIFT
20.69,18.98,4.22,315.3,2012.0,605.3,23.74,65.3,21.1,561.5,3,BORDER_SEWING_DEFECT
26.15,17.25,3.37,325.1,1946.3,612.5,20.82,60.8,20.1,534.5,3,BORDER_SEWING_DEFECT
27.33,16.16,5.2,356.2,1972.2,586.9,16.92,66.2,22.3,512.6,3,BORDER_SEWING_DEFECT
15.51,8.37,4.26,404.9,2420.9,634.6,40.91,67.1,22.0,535.2,0,YARN_BREAKAGE
27.99,19.58,8.74,494.1,2172.6,575.1,19.18,44.7,32.8,511.9,1,OIL_STAIN
25.26,18.15,8.59,457.2,2125.5,604.8,14.44,39.7,32.9,544.2,1,OIL_STAIN
14.46,6.0,5.04,415.3,2142.1,608.3,45.56,72.6,22.5,500.3,0,YARN_BREAKAGE
24.51,22.19,3.48,309.5,2071.6,588.3,16.25,61.1,25.3,497.8,3,BORDER_SEWING_DEFECT
21.42,15.2,7.44,497.6,2136.2,599.7,25.79,42.2,30.6,584.3,1,OIL_STAIN
32.53,18.61,4.66,461.1,2511.0,726.1,24.96,60.8,21.9,585.7,2,JACQUARD_PATTERN_SHIFT
19.4,13.66,4.5,337.7,1892.0,531.4,20.42,57.8,24.8,499.7,3,BORDER_SEWING_DEFECT
25.5,14.47,4.01,308.3,2039.4,543.1,17.77,66.0,20.9,450.6,3,BORDER_SEWING_DEFECT
15.77,9.66,4.75,404.6,2231.6,623.9,44.35,58.3,19.7,529.7,0,YARN_BREAKAGE
15.1,8.44,5.03,401.7,2260.0,606.8,39.06,55.4,21.1,507.5,0,YARN_BREAKAGE
15.17,11.87,3.21,402.7,2282.0,568.8,37.29,55.4,20.9,480.1,0,YARN_BREAKAGE
20.42,17.74,4.75,310.1,2036.8,554.7,21.03,64.3,20.4,502.8,3,BORDER_SEWING_DEFECT
16.39,8.51,3.19,437.2,2185.5,643.0,43.3,63.5,23.9,566.0,0,YARN_BREAKAGE
13.67,7.86,5.59,425.6,2142.7,562.4,41.26,61.5,22.8,552.1,0,YARN_BREAKAGE
23.04,15.46,7.05,464.1,2243.2,656.1,19.8,43.1,31.0,571.1,1,OIL_STAIN
24.44,18.02,3.55,475.9,2404.1,739.7,17.76,56.9,21.7,610.7,2,JACQUARD_PATTERN_SHIFT
23.88,16.95,8.02,422.4,2343.8,640.8,23.07,44.0,32.7,530.9,1,OIL_STAIN
20.15,10.99,3.49,392.1,2231.9,605.6,38.52,53.5,22.4,501.8,0,YARN_BREAKAGE
24.64,12.6,4.78,307.8,1991.2,540.8,20.74,61.1,20.1,483.6,3,BORDER_SEWING_DEFECT
24.67,15.59,2.63,453.3,2545.0,741.5,23.34,56.1,23.5,653.5,2,JACQUARD_PATTERN_SHIFT
23.65,16.69,6.06,439.7,2214.0,603.6,21.4,42.0,34.9,564.6,1,OIL_STAIN
27.24,18.29,5.01,456.2,2516.0,719.3,25.17,60.9,27.2,636.8,2,JACQUARD_PATTERN_SHIFT
11.62,10.52,4.85,374.0,2267.7,615.5,43.74,46.0,20.4,552.9,0,YARN_BREAKAGE
22.85,15.57,4.48,302.9,1886.1,548.4,20.1,62.2,23.8,584.6,3,BORDER_SEWING_DEFECT
26.34,19.97,4.21,459.6,2411.2,681.5,27.09,68.5,22.6,640.9,2,JACQUARD_PATTERN_SHIFT
21.15,18.61,3.8,319.0,1874.6,573.5,17.0,56.9,22.7,551.7,3,BORDER_SEWING_DEFECT
11.79,9.37,4.0,444.1,2191.1,588.6,43.15,63.1,21.7,532.4,0,YARN_BREAKAGE
27.46,21.45,3.93,466.5,2434.3,740.1,19.23,58.7,22.9,644.7,2,JACQUARD_PATTERN_SHIFT
24.07,16.58,7.63,442.2,2213.7,592.9,20.27,42.4,31.7,541.3,1,OIL_STAIN
17.24,14.99,5.25,310.2,1951.8,547.7,20.63,68.7,24.3,534.6,3,BORDER_SEWING_DEFECT
25.17,15.25,7.53,459.3,2196.1,614.2,23.71,40.2,31.2,511.7,1,OIL_STAIN
11.59,10.33,5.37,448.9,2116.9,595.4,45.93,51.7,24.5,516.5,0,YARN_BREAKAGE
26.28,20.21,4.65,441.9,2444.5,710.7,22.36,59.4,25.1,618.0,2,JACQUARD_PATTERN_SHIFT
25.37,15.9,4.5,323.7,1962.6,621.3,14.95,61.6,20.3,509.6,3,BORDER_SEWING_DEFECT
23.31,16.86,8.18,418.6,2277.0,626.9,21.51,45.5,32.8,541.3,1,OIL_STAIN
26.29,17.75,3.45,486.3,2574.0,735.7,24.23,69.1,25.4,612.1,2,JACQUARD_PATTERN_SHIFT
16.64,10.41,3.7,443.8,2188.8,606.9,39.43,56.1,25.8,492.3,0,YARN_BREAKAGE
